Matrix
"[[0.20872455113584443, 0.36549994588345025], [0.6203291278875039, 0.710797210797909]]"
"[[0.9953386884755485, 0.7153796552754383], [0.6623782164339693, 0.7840964742798022]]"
"[[0.8102213976538317, 0.15390146365059998], [0.5746663263578973, 0.49416077351997134]]"
"[[0.5625580805173054, 0.2679520127642202], [0.303295095433579, 0.6332532563374845]]"
"[[0.3182784876379443, 0.23169728285548574], [0.5200412925906482, 0.7142016752181337]]"
"[[0.4370054098628994, 0.7350332535030997], [0.9922427650110921, 0.8408180484211362]]"
"[[0.40700261066073484, 0.9750756059450232], [0.4181062056459899, 0.6131024746453769]]"
"[[0.3928630878540693, 0.16774333772958505], [0.25956608031595807, 0.4249341864099351]]"
"[[0.2568321132506297, 0.9833764672775183], [0.32879453280253423, 0.6980107234579981]]"
"[[0.9717002114322874, 0.4808007784935743], [0.3412662649567042, 0.5752775061905187]]"
"[[0.7102725593510053, 0.015399635964250424], [0.7383201538334324, 0.6655603465099313]]"
"[[0.833835673705058, 0.19492943421173958], [0.34942662646814315, 0.555953265492852]]"
"[[0.004385184780581364, 0.4185981600911355], [0.653828522136271, 0.49113136496117327]]"
"[[0.6103894588027388, 0.6623331457777856], [0.07761744889197231, 0.9252639783517932]]"
"[[0.9978273921517952, 0.6389157624712042], [0.7314571079841143, 0.5785903449247018]]"
"[[0.24031988980861274, 0.15199911127612287], [0.9577089194925389, 0.3347174399999312]]"
"[[0.7403637380596919, 0.47133312175726716], [0.8250824735348036, 0.19051085249416722]]"
"[[0.7389602823741059, 0.7120556305606346], [0.1898301554515308, 0.3228154129224404]]"
"[[0.731504116911984, 0.9770834353214909], [0.4791751619160689, 0.5200257060491805]]"
"[[0.380520393544451, 0.21306940064077617], [0.7794171788549116, 0.22166379472326325]]"
"[[0.6525383860304669, 0.0730461010029918], [0.3719785107269644, 0.6246832482856308]]"
"[[0.2080994340518587, 0.593350837156199], [0.6216930889662289, 0.75308223109121]]"
"[[0.8879926962637519, 0.09526518406793794], [0.5566150633976433, 0.8770821736000494]]"
"[[0.5771715049529811, 0.17009253964342985], [0.6497114204221625, 0.8625193599319777]]"
"[[0.5008252786068916, 0.8130784171853781], [0.01259774775673872, 0.9219558014965269]]"
"[[0.7953676428270221, 0.05941130032204123], [0.6467132873550188, 0.626675124881993]]"
"[[0.5123623794155554, 0.3326026997654511], [0.5912233098946823, 0.3730600289244943]]"
"[[0.47223371203289044, 0.31035070129653697], [0.456545845458284, 0.4616191150347777]]"
"[[0.08431971081989353, 0.19488276176958474], [0.37193759611409316, 0.8492087700706071]]"
"[[0.5886002693942446, 0.24365839032103742], [0.47155785296516184, 0.08526872945078634]]"
"[[0.29043941580804755, 0.5082229862916645], [0.5237849730959925, 0.959665116288106]]"
"[[0.08510030801799806, 0.9825418698199965], [0.7963170485935104, 0.3593079099981592]]"
"[[0.13772788333449704, 0.5653780335379386], [0.8026990498213129, 0.4873684086940596]]"
"[[0.31704212218795225, 0.6820196053470583], [0.12946579547140424, 0.9832763793903633]]"
"[[0.8398637075939256, 0.26795115343491593], [0.4705159259026972, 0.915898592951104]]"
"[[0.32283070797675295, 0.1257003442202591], [0.9546396277577335, 0.20396781421434562]]"
"[[0.9261855138256921, 0.7717943211295917], [0.13658548876655818, 0.38266951580528774]]"
"[[0.7578156766945453, 0.11548581302882077], [0.8958620319414102, 0.31574622438865163]]"
"[[0.5384369294346006, 0.6832268701282371], [0.5206237532024026, 0.7108439713843663]]"
"[[0.737870398565268, 0.5298730704314145], [0.8368869257089613, 0.8942195161483577]]"
"[[0.08650935499633627, 0.02454654917700727], [0.9864009664568578, 0.4854070067616236]]"
"[[0.12413316881077707, 0.6936923796271919], [0.6264791087689958, 0.9786037614015166]]"
"[[0.9423663375558343, 0.607822694553774], [0.7650042697250596, 0.5616461351390669]]"
"[[0.9985052618100695, 0.6794283901534023], [0.898619248547366, 0.39999692705721457]]"
"[[0.44132306090895257, 0.6524012914514663], [0.12491667362214953, 0.7509380651101271]]"
"[[0.3597289511827113, 0.6921210757496798], [0.3432636829683263, 0.04012716402917893]]"
"[[0.05628369936076105, 0.6839062526788711], [0.16689266423606708, 0.21445615465420698]]"
"[[0.7703651317071079, 0.32794881354579586], [0.15706516021539818, 0.9231965088553115]]"
"[[0.31393491695135856, 0.4723871719778677], [0.10211402431843442, 0.02223085473716757]]"
"[[0.022404265313230254, 0.2966173085010233], [0.5835844698213025, 0.8040131754278479]]"
"[[0.22140641081271029, 0.9871576615708946], [0.3047971630112345, 0.2603496309164465]]"
"[[0.9100364596734278, 0.059963861773406846], [0.5284583219428818, 0.05779526484511244]]"
"[[0.1843330449846572, 0.13536475847174234], [0.36910593392117896, 0.394402484464874]]"
"[[0.8518186294874819, 0.37776162102569677], [0.09822069742672579, 0.21135851211126555]]"
"[[0.20481150724804698, 0.8009266531706432], [0.07685358280262189, 0.5612965234804564]]"
"[[0.5135441357102126, 0.5761779503987654], [0.4880184796035686, 0.7682198858780713]]"
"[[0.5719077232560366, 0.3825727011209079], [0.015378788334909133, 0.9235853874404449]]"
"[[0.2448943172488801, 0.28528161398272966], [0.956052969192333, 0.9945233451395615]]"
"[[0.4518021818142254, 0.11636074729914703], [0.7784982953383199, 0.35325235200490535]]"
"[[0.06997112949579376, 0.9080659630138254], [0.7598773331143313, 0.973272627391371]]"
"[[0.6188197821536146, 0.94293416603939], [0.9120310522142229, 0.5292628330737615]]"
"[[0.75691257756139, 0.5808723720739433], [0.14147940627070987, 0.9484271578351761]]"
"[[0.771278904488669, 0.31724786736051946], [0.5546714620393092, 0.24807672479951104]]"
"[[0.32748178033662767, 0.7804909430807602], [0.3571328557746143, 0.32932825857696113]]"
"[[0.377011422759454, 0.6827774750593362], [0.535441732090818, 0.10990942116291114]]"
"[[0.26614926158876684, 0.3081178235445886], [0.9008615887440834, 0.5847895566360523]]"
"[[0.7184563558444547, 0.8043455309329941], [0.9870514079749603, 0.285647147770846]]"
"[[0.1895186459352306, 0.9832208882459275], [0.6867369568166966, 0.9500507415577566]]"
"[[0.4177773190336531, 0.8726917722146552], [0.450439191970157, 0.009598860535880882]]"
"[[0.17793942733178947, 0.9074689199319641], [0.9630980716941427, 0.6437854710347416]]"
"[[0.5662729741884175, 0.332101281754001], [0.5152598332877563, 0.6189182238640495]]"
"[[0.6471067814472538, 0.40243917048959776], [0.8696615702632826, 0.4796075388985419]]"
"[[0.5482007701044274, 0.45371088457025044], [0.45497051351338835, 0.43945191978403886]]"
"[[0.8691384857914599, 0.550378334542386], [0.35900742519810347, 0.1957973034029985]]"
"[[0.20911891896462387, 0.8083679704069381], [0.6556178629870661, 0.535412617535527]]"
"[[0.8693962194713438, 0.5982971490598737], [0.9410716172229749, 0.1947793463091788]]"
"[[0.6655665214741664, 0.909914397118935], [0.06457166721180951, 0.4644752182265627]]"
"[[0.20946611244369995, 0.2621007685586255], [0.8452212225276771, 0.13687973639782736]]"
"[[0.010487505281887133, 0.2618780861258597], [0.6813262301942563, 0.37322385897696253]]"
"[[0.9910306145320189, 0.6457456662993525], [0.991263219114431, 0.9005129664282624]]"
"[[0.46583448873057687, 0.1394240482559732], [0.9442989768214785, 0.7778725753979325]]"
"[[0.7995166181629794, 0.10891030687318093], [0.6222786335440205, 0.9887945743700515]]"
"[[0.63012293763286, 0.6593696927943626], [0.017679465026244068, 0.03451522952035535]]"
"[[0.9066116270076475, 0.485841161402802], [0.07131090868133838, 0.9770627974827906]]"
"[[0.35156283523386456, 0.44155117884848794], [0.4096565799700087, 0.5279379265310624]]"
"[[0.7711444140723642, 0.3646194209903837], [0.8774880842039977, 0.2206716208157452]]"
"[[0.1529687288720244, 0.05652770580911648], [0.12557736136619346, 0.46302211648833935]]"
"[[0.7196424809300987, 0.9348794676920708], [0.45480144283855173, 0.948997102224559]]"
"[[0.3289817877142234, 0.6838596242202051], [0.43256868177600794, 0.1769588833932354]]"
"[[0.366184301694626, 0.24452507271070656], [0.6665875401614793, 0.689588328173473]]"
"[[0.9377769054429158, 0.4080121212939859], [0.6977421066392315, 0.923170628787487]]"
"[[0.5366175319039183, 0.9758888869872031], [0.6292066034469067, 0.699202565713132]]"
"[[0.030626995059296336, 0.4987714134867045], [0.9244921110592381, 0.1110500165920254]]"
"[[0.38684072011888393, 0.7164359533312928], [0.8056189571811664, 0.8552277085188171]]"
"[[0.07347534264649092, 0.9161843105105975], [0.655786462978508, 0.41330574118300056]]"
"[[0.9633393329043733, 0.142076599800545], [0.4133787767757672, 0.5213734659786169]]"
"[[0.27456398015625527, 0.023864292155087452], [0.5894345542187001, 0.09856975958175873]]"
"[[0.3944123353180463, 0.9822071385662009], [0.00029240532433882915, 0.9434629143736669]]"
"[[0.5135331213810321, 0.7240106008836783], [0.8937542739585069, 0.8643161469605093]]"
"[[0.13464435584440193, 0.1070368377698121], [0.9318868232460235, 0.1213490114281468]]"
"[[0.5650761864453714, 0.09042444329688482], [0.6751182895795913, 0.3367182584053564]]"
"[[0.049931612771394684, 0.24873154692895227], [0.3847453345718653, 0.02170179468787481]]"
"[[0.34441518387449, 0.24554701548939972], [0.8229597933186134, 0.2334967474983951]]"
"[[0.4279256627927951, 0.38746172950594815], [0.25361854969530107, 0.362233049454994]]"
"[[0.3926495106962071, 0.3459589498076576], [0.5151121150141935, 0.34976529918891464]]"
"[[0.7910967724027547, 0.08613393248810997], [0.5593755613775196, 0.9582854724369428]]"
"[[0.07854625983641983, 0.7225676099151244], [0.8332276835059803, 0.639118152869753]]"
"[[0.39056557474494313, 0.22812280443324062], [0.5118624222820142, 0.5355299055425645]]"
"[[0.279995089170868, 0.8727153402858813], [0.5241407593030737, 0.9759138247829204]]"
"[[0.27674798393035105, 0.5178039675728114], [0.8979628845653764, 0.4606878196515761]]"
"[[0.12493794904815181, 0.42371218972694946], [0.7997147910568282, 0.20849105852906757]]"
"[[0.3216132989715592, 0.4053069524962458], [0.023582813091141297, 0.36068467402996696]]"
"[[0.41467073313705616, 0.6425784104955745], [0.5447042458526175, 0.21314541645129392]]"
"[[0.043859114505664265, 0.8820108700103678], [0.580989131057943, 0.7461869987526435]]"
"[[0.9905308024945363, 0.7178316888292466], [0.6172657872136507, 0.12068998610637349]]"
"[[0.5439619515181883, 0.7310590079278405], [0.407029000807937, 0.3394539583748113]]"
"[[0.9882744845439496, 0.2572206668539935], [0.6557107973619885, 0.756800471486554]]"
"[[0.8423609969727778, 0.9244982276793394], [0.013940638256688231, 0.35949348807781645]]"
"[[0.7899588009760361, 0.023286553470588944], [0.14605626038848052, 0.9857202918479888]]"
"[[0.9921879023192106, 0.8545691814009384], [0.17743948009558141, 0.16565252616698878]]"
"[[0.40891943630183925, 0.280231327246947], [0.4954656060367475, 0.19933152079638017]]"
"[[0.12670018598770694, 0.2958548734706937], [0.6642918459282149, 0.49278803590227827]]"
"[[0.41917010019656176, 0.9791358725557681], [0.03138111812181077, 0.5733667301429585]]"
"[[0.1309875992810955, 0.6361407945946838], [0.4212243795402498, 0.035301880671395613]]"
"[[0.4642236802005556, 0.3772876071132637], [0.8841575953472676, 0.6648618757637855]]"
"[[0.5915707413636356, 0.12370042192109088], [0.23112733731735258, 0.3892355859809963]]"
"[[0.5385465025129305, 0.05659903731482052], [0.8749366853154767, 0.2582033591566185]]"
"[[0.08908342862496677, 0.6253519925629082], [0.8905482929349422, 0.6139940856909964]]"
"[[0.9766768567091867, 0.9004815646390475], [0.5009941238864088, 0.8104387876414315]]"
"[[0.7879388238845487, 0.1852138433538577], [0.1164870663236699, 0.35484451034433084]]"
"[[0.045079886225137145, 0.03788781427120669], [0.9321330651202081, 0.6967175663934797]]"
"[[0.932776291793311, 0.304060606667204], [0.042061814030794786, 0.5668108237177972]]"
"[[0.626224385948764, 0.6498631622170504], [0.12143967126399713, 0.21373993395863444]]"
"[[0.3355767568169208, 0.6158773639922184], [0.37557716272219255, 0.4702761385933444]]"
"[[0.8838772934689079, 0.9754055879732301], [0.3390926197721511, 0.33107688839292215]]"
"[[0.6417737951651857, 0.6223839375386195], [0.025554479114095252, 0.4017504497317341]]"
"[[0.531250674381875, 0.5007726404153668], [0.22222323807663924, 0.375997368166753]]"
"[[0.9957293826889938, 0.029107726597707106], [0.7511258906333014, 0.705372955455419]]"
"[[0.11732184647160548, 0.8836579999636966], [0.9660120773228374, 0.6410581638161611]]"
"[[0.6850654053945966, 0.5921134730847815], [0.9752096252588316, 0.9722950852723836]]"
"[[0.21216326555827203, 0.17954402493589927], [0.8618970943547914, 0.16600182900248417]]"
"[[0.5302848926032045, 0.4356390241495667], [0.2678140754161278, 0.212118057959244]]"
"[[0.919789766183534, 0.7659209465445387], [0.442043869780941, 0.11656817808955056]]"
"[[0.43476283839980767, 0.2612203677232079], [0.15922012689799192, 0.6560613424540683]]"
"[[0.8380294690441389, 0.3336705388148482], [0.6430558533827977, 0.4169535936606481]]"
"[[0.019291917650199886, 0.30612327384161087], [0.5633832079776403, 0.2699037222577283]]"
"[[0.7739209650013607, 0.7383388071307252], [0.90679365215289, 0.8379191308973737]]"
"[[0.1083346750240467, 0.7823930734028396], [0.8362580800925007, 0.03569718397409383]]"
"[[0.5648178733794229, 0.22279808935986822], [0.4981825588277854, 0.27590006297257297]]"
"[[0.941342554645313, 0.16061755061981076], [0.12074011100781012, 0.8024513415698392]]"
"[[0.3223849985178455, 0.18923781379743942], [0.45705118558035207, 0.5026806954592845]]"
"[[0.9564486376288404, 0.8818519171015723], [0.459184141471755, 0.3831563434281656]]"
"[[0.24628169609226613, 0.6211498317453251], [0.2948569622953826, 0.6901489879252453]]"
"[[0.9862712923644177, 0.23825597911919894], [0.6585799360792677, 0.09518444021753569]]"
"[[0.9614950328417257, 0.5633237867151324], [0.6920604565909202, 0.5750860354180131]]"
"[[0.10251407787693034, 0.8463677604423134], [0.3188618660922745, 0.11717762040652835]]"
"[[0.8571829134843942, 0.7529480622252978], [0.5471727765204755, 0.7512912934317562]]"
"[[0.9323537853151251, 0.7267637642180482], [0.7527115584594367, 0.29313889752944666]]"
"[[0.2210358207362083, 0.6152584536483646], [0.9284134849423354, 0.5367776657660325]]"
"[[0.9339169393425045, 0.1195593042708285], [0.855898830275081, 0.7035142039234635]]"
"[[0.8292909245363927, 0.8942072897838453], [0.3811643363959646, 0.40834183850975403]]"
"[[0.2476825584107022, 0.8518991986375326], [0.6374956062151059, 0.9939546274448803]]"
"[[0.6832673985940387, 0.847354206790741], [0.7079602648903126, 0.17718391697660762]]"
"[[0.9800372857130132, 0.32135326057646474], [0.09894627783080001, 0.17727634796292457]]"
"[[0.7294167238513116, 0.5166818284229628], [0.6497928998925684, 0.6317120891512766]]"
"[[0.46251692803164335, 0.11319165198043246], [0.7041151596313916, 0.5196049952050352]]"
"[[0.48803952998574474, 0.26357263291333866], [0.38565426627723554, 0.8757255805557671]]"
"[[0.2649131921584882, 0.786926540342694], [0.6685895111348855, 0.8530583701461767]]"
"[[0.28579958651535653, 0.9991704486443543], [0.5090599440655803, 0.15696108254320207]]"
"[[0.805248225073704, 0.6189056058186199], [0.49850377692570713, 0.0702662684535853]]"
"[[0.34642311634557277, 0.718499955102023], [0.7207800256447615, 0.33471990592706713]]"
"[[0.36246341366960644, 0.7259202515238146], [0.648256352861381, 0.10922865774563051]]"
"[[0.4232528735694948, 0.790944062163707], [0.9819842943031594, 0.17889055796449538]]"
"[[0.5544603001606145, 0.18339789110479543], [0.9342074310702126, 0.7448054320216454]]"
"[[0.6549666568266921, 0.6877081361504415], [0.707934491918285, 0.3473721443511847]]"
"[[0.7460717381164008, 0.8248171032909093], [0.12883730437771712, 0.9595100846632224]]"
"[[0.7271589362917501, 0.7152427766225108], [0.3083418486537738, 0.5884492027049077]]"
"[[0.02618124842751457, 0.17080768279714342], [0.3805590253874902, 0.16674040021527847]]"
"[[0.6732109428559336, 0.6836144761638953], [0.8622087128520505, 0.8984168358704916]]"
"[[0.15432067283874462, 0.5173329859784338], [0.44209058420379543, 0.019694316407999013]]"
"[[0.1351748350144486, 0.7501880159386305], [0.25651658343349915, 0.1567768940692802]]"
"[[0.07456629325128339, 0.5284526396157694], [0.13404675297826207, 0.1472295110898112]]"
"[[0.6922402448598597, 0.7761278976157528], [0.7506930547127083, 0.48843833388946856]]"
"[[0.7235252340124952, 0.18931938670693838], [0.806138041153863, 0.7323175796696872]]"
"[[0.99498348166166, 0.39296502635034536], [0.6178330415537169, 0.39256521008257717]]"
"[[0.7861693390352839, 0.6647094941812379], [0.5945575868430556, 0.3175344315742439]]"
"[[0.34913645181050024, 0.1944693259155844], [0.6051419661138615, 0.1366630353203795]]"
"[[0.29153387376672446, 0.12314879062895934], [0.025743195460873447, 0.737228384346216]]"
"[[0.507453596556849, 0.40461288126770856], [0.28886308152502893, 0.12596821779096878]]"
"[[0.42567330270839243, 0.8757921925505521], [0.16062874151185214, 0.442410928298944]]"
"[[0.30519572926362404, 0.04452459891702565], [0.46241051458060567, 0.6135945284090257]]"
"[[0.8472384869830265, 0.3644423397880966], [0.04405872555452395, 0.03668138959710143]]"
"[[0.7888199636315565, 0.3502485187155614], [0.6319505895476853, 0.3806755114141992]]"
"[[0.617762353308801, 0.5355909162012097], [0.7179618289996526, 0.7891847883308292]]"
"[[0.6814009872644746, 0.7229252360742104], [0.4571239032586232, 0.7174551517648776]]"
"[[0.4500110980814058, 0.6703573817870636], [0.8489927059104265, 0.5372950803915175]]"
"[[0.7472728216147568, 0.07526830264872819], [0.5629953517037464, 0.6404595499780391]]"
"[[0.6696362458680589, 0.7647882581130337], [0.18574764200880967, 0.9394251714409124]]"
"[[0.123623821607033, 0.39514832214908036], [0.22358794272096139, 0.14089427012327527]]"
"[[0.6644543835574522, 0.31536369145971943], [0.27880826178268425, 0.4758858233768476]]"
"[[0.5929222215774061, 0.8832264994597703], [0.4578874142453291, 0.7890373740350431]]"
"[[0.3736841866983255, 0.013954107357837198], [0.5274794470113058, 0.13181177545040523]]"
"[[0.5523096088581689, 0.37057137442924304], [0.03644596942457967, 0.3077873201883661]]"
"[[0.6477407305147008, 0.6275016973465375], [0.0382779606835304, 0.5950693234683113]]"
"[[0.4232943204181464, 0.6568195922784738], [0.4849601496359459, 0.02623098023585768]]"
"[[0.0883446808943199, 0.8983530238847359], [0.8838114449261745, 0.35392990482707676]]"
"[[0.2456390538146046, 0.8373142325733866], [0.22435153922658146, 0.9255207839462303]]"
"[[0.596232997300818, 0.9552152938931856], [0.17165275314967798, 0.2914309269220824]]"
"[[0.21476342682192318, 0.8655746465167555], [0.9001085475115602, 0.4714036813204391]]"
"[[0.9969841066471865, 0.0010233405022599396], [0.4022419024998293, 0.9336922644733346]]"
"[[0.8573238967459492, 0.061401182954003874], [0.37339429948526714, 0.9252271256603142]]"
"[[0.08335251313092795, 0.6492761298155098], [0.6907137141831501, 0.10430043325890115]]"
"[[0.0708952504611422, 0.3906263273480618], [0.5075752816186953, 0.15674187561411224]]"
"[[0.3864720803464614, 0.6730333647748387], [0.1335223576529344, 0.3635375032720869]]"
"[[0.5451371814740907, 0.5652926936794911], [0.6100231436261745, 0.6381843672952412]]"
"[[0.24751244776793235, 0.14529294933009074], [0.5955104775357005, 0.5971491518283372]]"
"[[0.04062522819366876, 0.3462697134538095], [0.630759322363328, 0.020127524956108478]]"
"[[0.30023495764990515, 0.8475781927559661], [0.8330489806960218, 0.07070437536875485]]"
"[[0.5854504796917707, 0.5367318249152726], [0.9815352871169859, 0.05779332864830211]]"
"[[0.7597218497676106, 0.3230953192348296], [0.879630535943436, 0.02656062035106843]]"
"[[0.4753392580599166, 0.4324248098525538], [0.7277455237046319, 0.0246531183073897]]"
"[[0.28504281326881187, 0.42019392471866013], [0.9990934270259787, 0.14628417744689926]]"
"[[0.7435857089232321, 0.8644774958389028], [0.5554673436010977, 0.8142444733112754]]"
"[[0.2821342721847103, 0.09660040469173581], [0.29011260052717314, 0.935030542839367]]"
"[[0.6244802723972308, 0.01578820447381679], [0.6498531332844509, 0.651116648068107]]"
"[[0.1358821798646892, 0.36694778647536785], [0.9606038461940665, 0.794611948323507]]"
"[[0.5304297602132205, 0.8400130182312635], [0.07501199313712759, 0.35820407686654754]]"
"[[0.9766212636054619, 0.6507879777352256], [0.12860509982599821, 0.36050870305005955]]"
"[[0.15941731362407474, 0.5020946289978468], [0.47714388896143567, 0.901500868070793]]"
"[[0.68649604486641, 0.36239282605205103], [0.280803063511621, 0.22677348251238139]]"
"[[0.2661360982532588, 0.011801513289494525], [0.007081265438738882, 0.6930777563281707]]"
"[[0.5035425925004066, 0.7856176126448745], [0.8800559433497436, 0.9436407502931912]]"
"[[0.6739803002936546, 0.4136101648064142], [0.28145149311696205, 0.7556032214991363]]"
"[[0.3467307689992494, 0.8821756439409327], [0.3110818380845972, 0.05932391818947136]]"
"[[0.5309929225749843, 0.562868738006155], [0.292229326981167, 0.7655009209944494]]"
"[[0.7351606565709409, 0.8736439791854831], [0.7361104688028014, 0.23598051375087903]]"
"[[0.7621296170870137, 0.051761242305332744], [0.9726556987383698, 0.7772935186809052]]"
"[[0.8743198544711954, 0.30010438167312226], [0.17514315279742554, 0.5614627466680066]]"
"[[0.9506294198996943, 0.340169385528001], [0.9030965983585301, 0.05270990668170816]]"
"[[0.12396102963585165, 0.17268483452331795], [0.132987719401086, 0.6411627652587801]]"
"[[0.2923960010721738, 0.8855412827503845], [0.6309899392187637, 0.7583858154641737]]"
"[[0.9346240733641963, 0.15397204409021725], [0.6028583782446955, 0.23622121931786733]]"
"[[0.552247814021398, 0.3422735992527798], [0.9205616927953583, 0.10299420133561543]]"
"[[0.9549915059595487, 0.5433383676791164], [0.2760828561312857, 0.11779986286191846]]"
"[[0.4743677486982587, 0.8485652935980477], [0.8740834409285893, 0.8975174474988532]]"
"[[0.5044105136229075, 0.5854239637970311], [0.4526380033073376, 0.3349291856868464]]"
"[[0.01728890693562679, 0.13281233516126423], [0.319666399641086, 0.7000515217809486]]"
"[[0.1771171041457098, 0.35944721614463804], [0.9651748383758969, 0.48647225334314803]]"
"[[0.8234241708636378, 0.6514243377354815], [0.5982771952300237, 0.5334234356781976]]"
"[[0.9634490705189422, 0.2653523979363336], [0.11595422165532898, 0.1729396206221483]]"
"[[0.5401260074058692, 0.36985919067095074], [0.9566809902884643, 0.9732448962252205]]"
"[[0.9680807427568376, 0.48404778708843255], [0.33801599561683615, 0.573534347585575]]"
"[[0.11987430821440603, 0.291503770850144], [0.36535176407035586, 0.7424980886462413]]"
"[[0.33328203665530487, 0.19249124127121353], [0.19007348916154687, 0.3906109083740764]]"
"[[0.8392156102634266, 0.8359988711860382], [0.7197313268203113, 0.12144628558525761]]"
"[[0.8212923688121058, 0.7324317928301073], [0.8717289824729948, 0.8528641991708038]]"
"[[0.837361917731866, 0.35139865890532795], [0.6294336942118862, 0.3418261445957359]]"
"[[0.278956428891307, 0.2745818575661836], [0.06035107180121835, 0.143554261010023]]"
"[[0.0006963365263088495, 0.20415960135849565], [0.2053107427348404, 0.03303729645702469]]"
"[[0.17449880307020638, 0.17088064277357073], [0.6298083405323972, 0.5634793382767948]]"
"[[0.9330063374281239, 0.5647957571853771], [0.7612562624631976, 0.7144190254541815]]"
"[[0.10989454758263983, 0.6764666759805398], [0.9992825459738668, 0.9277459055071973]]"
"[[0.4906248575555675, 0.10038444076265296], [0.9864131749382676, 0.3747938014581974]]"
"[[0.8569283321028036, 0.3112273606098679], [0.6258036812674451, 0.3134024700258914]]"
"[[0.4379968199529043, 0.7551049267917569], [0.8687898729572993, 0.9708736132846548]]"
"[[0.02745913147487189, 0.5897094274522279], [0.19602221552681487, 0.38343599286188523]]"
"[[0.799066925610946, 0.41514738181538013], [0.05510572429596361, 0.943063109109816]]"
"[[0.2004796716924403, 0.16650201743538873], [0.5251013946990136, 0.17507025559786482]]"
"[[0.8986161617057309, 0.9633507576280878], [0.4927491233595971, 0.8830391799158007]]"
"[[0.20249220410020563, 0.9465530840308172], [0.9773959437040928, 0.08526333383075424]]"
"[[0.119910600641709, 0.538351897172834], [0.696488522301208, 0.4909050473544804]]"
"[[0.6915303659222851, 0.1864588488116553], [0.6742417158637533, 0.6036436623280199]]"
"[[0.36621762122237744, 0.0023889365380069805], [0.13874147641359524, 0.030248298921449646]]"
"[[0.2982792819646066, 0.25517626270388494], [0.6900867906850925, 0.6949794950949594]]"
"[[0.06753180985578378, 0.6049886956989067], [0.19882778832046455, 0.0008461283065754888]]"
"[[0.44608560277476395, 0.8642353993984003], [0.1199271821874428, 0.37498350725687846]]"
"[[0.8121017710865225, 0.7655488393531], [0.6237417559131588, 0.1500790841758456]]"
"[[0.0749347876699793, 0.35690901478243664], [0.9378221630521935, 0.4657237856681268]]"
"[[0.7398991394682257, 0.5611989043640091], [0.7447177659497475, 0.8281169088990491]]"
"[[0.7309217909134886, 0.3466903005878238], [0.5735584156000961, 0.8914379097659529]]"
"[[0.12371319574074013, 0.38446145313515345], [0.2728364582078677, 0.08695629559097406]]"
"[[0.3242694143132172, 0.33551267348606206], [0.06076230786131065, 0.3418756223126773]]"
"[[0.5364602686871089, 0.17315614615280328], [0.8638472335396821, 0.39120635815109983]]"
"[[0.4233653930599035, 0.1401570066945942], [0.15755290519561982, 0.8715714347476546]]"
"[[0.3941502132348097, 0.015679004149637077], [0.5188879821628608, 0.3148473991579601]]"
"[[0.297506963535473, 0.4806139631761489], [0.06310574864628482, 0.8489303535703683]]"
"[[0.679338493488976, 0.28489214490950765], [0.2312018238776259, 0.16664380504526166]]"
"[[0.6875177809825738, 0.34392062933132783], [0.8932223978683111, 0.12354395885918323]]"
"[[0.897936876374563, 0.5700333395478425], [0.210958972624249, 0.2856952517454222]]"
"[[0.5726035105864551, 0.31642167649828135], [0.9269403482673609, 0.5466579612039006]]"
"[[0.6791046593164728, 0.31736625573550203], [0.7818793063028996, 0.6861523998454746]]"
"[[0.3022641768820987, 0.10987701233893743], [0.22291774111397, 0.6682195977497993]]"
"[[0.8782590114950691, 0.06625744853148952], [0.7209596946015028, 0.6674639877289377]]"
"[[0.5135024806845789, 0.8814132677154451], [0.44983740826087215, 0.5768929807508947]]"
"[[0.31927452230891273, 0.7275423071164847], [0.022407054857093045, 0.7878633719897339]]"
"[[0.816208843687244, 0.0034250315555569566], [0.7355006901534363, 0.46333609065265113]]"
"[[0.8177233165493345, 0.21435831082125956], [0.2733894116315654, 0.25316401631491625]]"
"[[0.4596933066080452, 0.012827957555796132], [0.253218258256635, 0.29534480568746446]]"
"[[0.1895050870570999, 0.2198584491984723], [0.4129591941766747, 0.0923653124749173]]"
"[[0.9697956053837554, 0.9488647331865114], [0.5519263839591148, 0.39966892589862746]]"
"[[0.3190021434145828, 0.12178984908120127], [0.7890183054384853, 0.6476979193830865]]"
"[[0.3892393568215413, 0.3158530126635074], [0.5752175155652122, 0.7946913096896141]]"
"[[0.9920224387613172, 0.08571168190177125], [0.15166998751523164, 0.28838670626476626]]"
"[[0.2832455576388966, 0.6075337179867183], [0.11872022407118188, 0.8690913906790371]]"
"[[0.4425082094880336, 0.9541901085246903], [0.07170456642381973, 0.5686663319752381]]"
"[[0.8717947005353711, 0.8837525318494658], [0.42682778562128154, 0.23663847068949384]]"
"[[0.45066219990029055, 0.5575719648215048], [0.373118243062611, 0.7618531985575009]]"
"[[0.6189944450630691, 0.4582625344799006], [0.20268281963671353, 0.1800016263416968]]"
"[[0.23943178701220869, 0.22683135987472292], [0.6723186239884575, 0.15930275094553092]]"
"[[0.0666987880499822, 0.9522538387189898], [0.5685557303442901, 0.46959341529769927]]"
"[[0.3180485530892381, 0.2912379472354626], [0.6696058166626552, 0.28229050963534286]]"
"[[0.0729154424503261, 0.9098341758295618], [0.783938255531431, 0.9581786293988832]]"
"[[0.33833110422816104, 0.8852009183650437], [0.31138617897970977, 0.7221432759567271]]"
